[2025-02-28 21:28:30] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-02-28 21:28:30] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2025-02-28 21:28:30] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-02-28 21:28:30] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-02-28 21:28:30] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-02-28 21:28:30] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-02-28 21:28:32] [class-ss-setup-task.php:33] Creating archive directory: D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110\
[2025-02-28 21:28:32] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/renatojoa/
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22a8d5ddbb-8T4feo.tmp
[2025-02-28 21:28:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/templates/widget-star-rating.min.css?simply_static_page=5842
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/templates/widget-star-rating.min.css?simply_static_page=5842
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:103] Filesize: 2706 bytes
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/templates/widget-star-rating.min.css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22a8d5ddbb-8T4feo.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/plugins/elementor/assets/css/templates/widget-star-rating.min.css
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:28:45] [class-ss-page.php:119] Checking Content Identical:ff479df23898d73ee73484e1228898a383cdfc66===. Value: FALSE
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/templates/widget-tabs-rtl.min.css
[2025-02-28 21:28:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:494; Total: 834
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22a8d62af2-BQnwHG.tmp
[2025-02-28 21:28:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/templates/widget-tabs-rtl.min.css?simply_static_page=5843
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/templates/widget-tabs-rtl.min.css?simply_static_page=5843
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:103] Filesize: 4201 bytes
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/templates/widget-tabs-rtl.min.css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22a8d62af2-BQnwHG.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/plugins/elementor/assets/css/templates/widget-tabs-rtl.min.css
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:28:45] [class-ss-page.php:119] Checking Content Identical:36cf26601bf1ead36a4e583a69fa6a3af886a813===. Value: FALSE
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/templates/widget-tabs.min.css
[2025-02-28 21:28:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:493; Total: 834
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22a8d6733b-7clitl.tmp
[2025-02-28 21:28:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/templates/widget-tabs.min.css?simply_static_page=5844
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/templates/widget-tabs.min.css?simply_static_page=5844
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:103] Filesize: 4202 bytes
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/templates/widget-tabs.min.css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22a8d6733b-7clitl.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/plugins/elementor/assets/css/templates/widget-tabs.min.css
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:28:45] [class-ss-page.php:119] Checking Content Identical:bbe6e877ae6a86e13d9c0d55d532b3c2859d2eab===. Value: FALSE
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/templates/widget-toggle-rtl.min.css
[2025-02-28 21:28:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:492; Total: 834
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22a8d6bd95-aQYtye.tmp
[2025-02-28 21:28:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/templates/widget-toggle-rtl.min.css?simply_static_page=5845
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/templates/widget-toggle-rtl.min.css?simply_static_page=5845
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:103] Filesize: 1560 bytes
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/templates/widget-toggle-rtl.min.css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22a8d6bd95-aQYtye.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/plugins/elementor/assets/css/templates/widget-toggle-rtl.min.css
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:28:45] [class-ss-page.php:119] Checking Content Identical:f793aabb9200d308b855f5d8e3e28b584a056292===. Value: FALSE
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/templates/widget-toggle.min.css
[2025-02-28 21:28:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:491; Total: 834
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22a8d70abe-QtiOGd.tmp
[2025-02-28 21:28:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/templates/widget-toggle.min.css?simply_static_page=5846
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/templates/widget-toggle.min.css?simply_static_page=5846
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:103] Filesize: 1560 bytes
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/templates/widget-toggle.min.css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22a8d70abe-QtiOGd.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/plugins/elementor/assets/css/templates/widget-toggle.min.css
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:28:45] [class-ss-page.php:119] Checking Content Identical:f793aabb9200d308b855f5d8e3e28b584a056292===. Value: FALSE
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/theme-dark.css
[2025-02-28 21:28:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:490; Total: 834
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22a8d75af0-gJBoY6.tmp
[2025-02-28 21:28:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/theme-dark.css?simply_static_page=5847
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/theme-dark.css?simply_static_page=5847
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:103] Filesize: 3027 bytes
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/theme-dark.css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22a8d75af0-gJBoY6.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/plugins/elementor/assets/css/theme-dark.css
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:28:45] [class-ss-page.php:119] Checking Content Identical:6b49891b962ca267f232dcc69c935714c834d3dd===. Value: FALSE
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/theme-dark.min.css
[2025-02-28 21:28:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:489; Total: 834
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22a8d7bf69-ZlFboM.tmp
[2025-02-28 21:28:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/theme-dark.min.css?simply_static_page=5848
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/theme-dark.min.css?simply_static_page=5848
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:103] Filesize: 2270 bytes
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/theme-dark.min.css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22a8d7bf69-ZlFboM.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/plugins/elementor/assets/css/theme-dark.min.css
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:28:45] [class-ss-page.php:119] Checking Content Identical:893e8d17bf8be55e29a6031b14fb08ca8ac03bd4===. Value: FALSE
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/theme-light.css
[2025-02-28 21:28:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:488; Total: 834
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22a8d80b8b-YuooEg.tmp
[2025-02-28 21:28:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/theme-light.css?simply_static_page=5849
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/theme-light.css?simply_static_page=5849
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:103] Filesize: 3006 bytes
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/theme-light.css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22a8d80b8b-YuooEg.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/plugins/elementor/assets/css/theme-light.css
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:28:45] [class-ss-page.php:119] Checking Content Identical:54fbd2136852f52b93656af62d079464b81270f0===. Value: FALSE
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/theme-light.min.css
[2025-02-28 21:28:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:487; Total: 834
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22a8d85898-2O4ErD.tmp
[2025-02-28 21:28:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/theme-light.min.css?simply_static_page=5850
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/theme-light.min.css?simply_static_page=5850
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:103] Filesize: 2261 bytes
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/theme-light.min.css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22a8d85898-2O4ErD.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/plugins/elementor/assets/css/theme-light.min.css
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:28:45] [class-ss-page.php:119] Checking Content Identical:59d7be15baadf6c988ef03229cb886669c92299d===. Value: FALSE
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-accordion-rtl.min.css
[2025-02-28 21:28:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:486; Total: 834
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22a8d8c5b2-vSIuBs.tmp
[2025-02-28 21:28:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-accordion-rtl.min.css?simply_static_page=5851
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-accordion-rtl.min.css?simply_static_page=5851
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:103] Filesize: 1768 bytes
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-accordion-rtl.min.css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22a8d8c5b2-vSIuBs.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/plugins/elementor/assets/css/widget-accordion-rtl.min.css
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:28:45] [class-ss-page.php:119] Checking Content Identical:f107ea1184f74cae275b2c870ea12d771ff4ff99===. Value: FALSE
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-accordion.min.css
[2025-02-28 21:28:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:485; Total: 834
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22a8d90ec4-bq3jAB.tmp
[2025-02-28 21:28:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-accordion.min.css?simply_static_page=5852
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-accordion.min.css?simply_static_page=5852
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:103] Filesize: 1768 bytes
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-accordion.min.css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22a8d90ec4-bq3jAB.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/plugins/elementor/assets/css/widget-accordion.min.css
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:28:45] [class-ss-page.php:119] Checking Content Identical:f107ea1184f74cae275b2c870ea12d771ff4ff99===. Value: FALSE
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-alert-rtl.min.css
[2025-02-28 21:28:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:484; Total: 834
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22a8d95c6d-NiZ1CS.tmp
[2025-02-28 21:28:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-alert-rtl.min.css?simply_static_page=5853
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-alert-rtl.min.css?simply_static_page=5853
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:103] Filesize: 1646 bytes
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-alert-rtl.min.css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22a8d95c6d-NiZ1CS.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/plugins/elementor/assets/css/widget-alert-rtl.min.css
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:28:45] [class-ss-page.php:119] Checking Content Identical:0a83a78fef483aa48ba375fe04a87e22a86a18ad===. Value: FALSE
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-alert.min.css
[2025-02-28 21:28:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:483; Total: 834
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22a8d9cfd6-xLH0ea.tmp
[2025-02-28 21:28:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-alert.min.css?simply_static_page=5854
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-alert.min.css?simply_static_page=5854
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:103] Filesize: 1647 bytes
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-alert.min.css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22a8d9cfd6-xLH0ea.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/plugins/elementor/assets/css/widget-alert.min.css
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:28:45] [class-ss-page.php:119] Checking Content Identical:6b3410afc49e7da15de6d38b192409f436f7c472===. Value: FALSE
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-base-rtl.min.css
[2025-02-28 21:28:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:482; Total: 834
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22a8da37ae-zig2Ck.tmp
[2025-02-28 21:28:45] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-base-rtl.min.css?simply_static_page=5855
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-base-rtl.min.css?simply_static_page=5855
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:103] Filesize: 20190 bytes
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-contact-buttons-base-rtl.min.css
[2025-02-28 21:28:45] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22a8da37ae-zig2Ck.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/plugins/elementor/assets/css/widget-contact-buttons-base-rtl.min.css
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:28:45] [class-ss-page.php:119] Checking Content Identical:89d84f5b1070962b006c564af25c616db244fd7d===. Value: FALSE
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/plugins/elementor/assets/css/widget-contact-buttons-base.min.css
[2025-02-28 21:28:45] [class-ss-task.php:58] [PAGES STATUS] Remaining:481; Total: 834
[2025-02-28 21:28:45] [class-ss-fetch-urls-task.php:80] URL is not being excluded
